"cf_id","contact_id","company_name","description","goal","pledged","outcome","backers_count","country","currency","launched_date","end_date","category_id","subcategory_id","contact_id-2","first_name","last_name","email"
521,"3618","Warren-Harrison","Programmable incremental knowledge user","38900","38900","successful",1137,"US","USD","2020-04-20","2021-01-21","cat6","subcat10","3618","Alice","Wall","alice.wall@zaccardo.it"
1625,"2177","Gardner Group","Progressive 5thgeneration customer loyalty","135500","135500","failed",1068,"US","USD","2021-06-20","2021-11-12","cat4","subcat4","2177","Brenda","Sontag","brenda.sontag@solari.com"
2808,"4102","Flores-Lambert","Triple-buffered logistical frame","109000","109000","failed",424,"US","USD","2021-07-18","2021-10-05","cat3","subcat9","4102","Sergius","Mace","sergius.mace@palazzo.com"
764,"6089","Cruz Ltd","Exclusive dynamic adapter","114800","114800","canceled",145,"CH","CHF","2020-06-26","2021-03-09","cat2","subcat8","6089","Antonia","Kline","antonia.kline@gmail.com"
834,"4701","Knox-Garner","Automated systemic hierarchy","83000","83000","successful",1152,"US","USD","2021-01-19","2021-08-26","cat4","subcat4","4701","Maurice","Gumprich","maurice.gumprich@griffin.net.au"
2793,"5645","Davis-Allen","Digitized eco-centric core","2400","2400","successful",50,"US","USD","2020-09-19","2021-05-17","cat8","subcat15","5645","Daniel","Anders","daniel.anders@yahoo.com"
2901,"4499","Miller-Patel","Mandatory uniform strategy","60400","60400","failed",151,"US","USD","2021-11-21","2021-12-19","cat6","subcat10","4499","Zaira","Cattaneo","zaira.cattaneo@yahoo.com"
2141,"3365","Hernandez-Grimes","Profit-focused zero administration forecast","102900","102900","failed",1608,"US","USD","2021-01-07","2021-05-08","cat3","subcat9","3365","Alessio","Bruneau","alessio.bruneau@hotmail.co.uk"
308,"2290","Owens, Hall and Gonzalez","De-engineered static orchestration","62800","62800","successful",3059,"CA","CAD","2020-11-19","2021-08-28","cat2","subcat18","2290","Gerdi","Guerrero","gerdi.guerrero@tele2.fr"
705,"1890","Noble-Bailey","Customizable dynamic info-mediaries","800","800","successful",34,"US","USD","2020-06-26","2021-04-21","cat5","subcat5","1890","Brigitte","Stiebitz","brigitte.stiebitz@gmail.com"
1670,"1304","Taylor PLC","Enhanced incremental budgetary management","7100","7100","successful",220,"US","USD","2020-05-21","2021-02-20","cat4","subcat4","1304","June","Sinisi","june.sinisi@manzoni-giannini.it"
1159,"3799","Holmes PLC","Digitized local info-mediaries","46100","46100","successful",1604,"AU","AUD","2020-08-11","2021-09-07","cat5","subcat7","3799","Carl","Macias","carl.macias@yahoo.com"
2592,"2749","Jones-Martin","Virtual systematic monitoring","8100","8100","successful",454,"US","USD","2020-09-21","2021-02-11","cat2","subcat2","2749","Veronica","Trapp","veronica.trapp@tiscali.it"
1195,"2028","Myers LLC","Reactive bottom-line open architecture","1700","1700","successful",123,"IT","EUR","2020-07-01","2021-04-06","cat5","subcat11","2028","Frances","Garnier","frances.garnier@aporti-guidotti.org"
1635,"2383","Acosta, Mullins and Morris","Pre-emptive interactive model","97300","97300","failed",941,"US","USD","2021-05-28","2021-07-01","cat2","subcat8","2383","Terri","Iannelli","terri.iannelli@hotmail.com"
2432,"5721","Bell PLC","Ergonomic eco-centric open architecture","100","100","failed",1,"US","USD","2021-10-07","2021-11-25","cat8","subcat15","5721","Odette","Moore","odette.moore@hall.edu"
109,"1394","Smith-Schmidt","Inverse radical hierarchy","900","900","successful",299,"US","USD","2021-02-05","2021-08-08","cat4","subcat4","1394","Mercedes","Trujillo","mercedes.trujillo@aol.de"
1509,"3451","Ruiz, Richardson and Cole","Team-oriented static interface","7300","7300","failed",40,"US","USD","2020-10-28","2021-04-20","cat5","subcat13","3451","Babette","Dumas","babette.dumas@brady.net"
1285,"5512","Leonard-Mcclain","Virtual foreground throughput","195800","195800","failed",3015,"CA","CAD","2021-04-16","2021-08-22","cat4","subcat4","5512","Jerry","Santiago","jerry.santiago@soprano-ferragni.it"
500,"2453","Bailey-Boyer","Visionary exuding Internet solution","48900","48900","successful",2237,"US","USD","2021-04-07","2021-12-19","cat4","subcat4","2453","Ronald","Simpson","ronald.simpson@ovadia.net"
2835,"6055","Lee LLC","Synchronized secondary analyzer","29600","29600","failed",435,"US","USD","2021-03-26","2021-08-24","cat4","subcat4","6055","Emmanuel","Dominguez","emmanuel.dominguez@gmail.com"
1533,"5704","Lyons Inc","Balanced attitude-oriented parallelism","39300","39300","successful",645,"US","USD","2020-03-03","2021-03-10","cat5","subcat5","5704","Christiane","Ricciardi","christiane.ricciardi@zavala.com"
2445,"3707","Herrera-Wilson","Organized bandwidth-monitored core","3400","3400","successful",484,"DK","DKK","2021-05-03","2021-08-29","cat4","subcat4","3707","Ingolf","Zamora","ingolf.zamora@yahoo.com.au"
2906,"2205","Mahoney, Adams and Lucas","Cloned leadingedge utilization","9200","9200","successful",154,"CA","CAD","2020-05-04","2021-04-29","cat5","subcat5","2205","Rita","Sharp","rita.sharp@beard-scott.edu.au"
1237,"5976","Stewart LLC","Secured asymmetric projection","135600","135600","failed",714,"US","USD","2021-02-11","2021-05-09","cat2","subcat2","5976","Geraldine","Cabrera","geraldine.cabrera@green-smith.info"
1572,"3290","Mcmillan Group","Advanced cohesive Graphic Interface","153700","153700","live",1111,"US","USD","2021-03-22","2021-12-29","cat7","subcat21","3290","Chantal","Armas","chantal.armas@jenkins.net"
254,"4257","Beck, Thompson and Martinez","Down-sized maximized function","7800","7800","successful",82,"US","USD","2021-03-21","2021-06-06","cat4","subcat4","4257","Louis","Gilbert","louis.gilbert@gmail.com"
576,"4588","Rodriguez-Scott","Realigned zero tolerance software","2100","2100","successful",134,"US","USD","2020-10-14","2021-01-17","cat6","subcat14","4588","Michelle","Collier","michelle.collier@peruzzi.it"
563,"4785","Rush-Bowers","Persevering analyzing extranet","189500","189500","live",1089,"US","USD","2021-04-12","2021-12-26","cat5","subcat11","4785","Guillermina","Nicholson","guillermina.nicholson@grondin.fr"
2201,"3033","Davis and Sons","Innovative human-resource migration","188200","188200","failed",5497,"US","USD","2021-05-01","2021-08-28","cat1","subcat1","3033","Bertrand","Hopkins","bertrand.hopkins@gmail.com"
1339,"2779","Anderson-Pham","Intuitive needs-based monitoring","113500","113500","failed",418,"US","USD","2021-02-01","2021-10-08","cat4","subcat4","2779","Alonso","Palomo","alonso.palomo@gehringer.de"
197,"2131","Stewart-Coleman","Customer-focused disintermediate toolset","134600","134600","failed",1439,"US","USD","2021-01-15","2021-03-09","cat5","subcat5","2131","Tina","Rodriguez","tina.rodriguez@web.de"
2035,"6229","Bradshaw, Smith and Ryan","Upgradable 24/7 emulation","1700","1700","failed",15,"US","USD","2021-05-09","2021-06-26","cat4","subcat4","6229","Eva","Francis","eva.francis@parker.org"
1739,"3429","Jackson PLC","Quality-focused client-server core","163700","163700","failed",1999,"CA","CAD","2020-12-09","2021-04-07","cat5","subcat5","3429","Ottavio","Rust","ottavio.rust@crespi.com"
2352,"1613","Ware-Arias","Upgradable maximized protocol","113800","113800","successful",5203,"US","USD","2021-04-28","2021-12-10","cat3","subcat3","1613","Amelia","Olvera","amelia.olvera@hotmail.com"
691,"4734","Blair, Reyes and Woods","Cross-platform interactive synergy","5000","5000","successful",94,"US","USD","2021-08-08","2021-09-01","cat4","subcat4","4734","Paul","Palladio","paul.palladio@mclaughlin.net.au"
298,"4439","Thomas-Lopez","User-centric fault-tolerant archive","9400","9400","failed",118,"US","USD","2020-12-24","2021-03-18","cat3","subcat9","4439","Bernardo","Wieloch","bernardo.wieloch@budig.com"
206,"1441","Brown, Davies and Pacheco","Reverse-engineered regional knowledge user","8700","8700","successful",205,"US","USD","2020-09-27","2021-03-15","cat4","subcat4","1441","Umberto","Hicks","umberto.hicks@hill.com"
1003,"5799","Jones-Riddle","Self-enabling real-time definition","147800","147800","failed",162,"US","USD","2020-10-19","2021-07-20","cat1","subcat1","5799","Janko","Bishop","janko.bishop@tim.it"
1653,"1419","Schmidt-Gomez","User-centric impactful projection","5100","5100","failed",83,"US","USD","2021-06-02","2021-09-04","cat2","subcat8","1419","Jessika","Meunier","jessika.meunier@gmx.de"
1549,"3059","Sullivan, Davis and Booth","Vision-oriented actuating hardware","2700","2700","successful",92,"US","USD","2021-03-21","2021-09-25","cat8","subcat15","3059","Isaac","Benard","isaac.benard@googlemail.com"
1026,"3224","Edwards-Kane","Virtual leadingedge framework","1800","1800","successful",219,"US","USD","2020-11-08","2021-11-13","cat4","subcat4","3224","Alexandrie","Lambert","alexandrie.lambert@yahoo.com"
2523,"3181","Hicks, Wall and Webb","Managed discrete framework","174500","174500","successful",2526,"US","USD","2020-04-08","2021-04-15","cat4","subcat4","3181","Roberto","Guyot","roberto.guyot@bennett.com"
1620,"6061","Mayer-Richmond","Progressive zero-defect capability","101400","101400","failed",747,"US","USD","2021-06-02","2021-06-30","cat5","subcat11","6061","Giulietta","Lucas","giulietta.lucas@club.com"
2594,"4466","Robles Ltd","Right-sized demand-driven adapter","191000","191000","canceled",2138,"US","USD","2021-02-19","2021-06-13","cat8","subcat15","4466","Damaris","Pininfarina","damaris.pininfarina@gmail.com"
539,"6081","Cochran Ltd","Re-engineered attitude-oriented frame","8100","8100","failed",84,"US","USD","2021-04-17","2021-11-03","cat4","subcat4","6081","Fabrizia","Renard","fabrizia.renard@higgins-marks.com"
687,"2159","Rosales LLC","Compatible multimedia utilization","5100","5100","successful",94,"US","USD","2020-11-07","2021-09-06","cat4","subcat4","2159","Camillo","Dehmel","camillo.dehmel@brown-campbell.com"
2302,"3324","Harper-Bryan","Re-contextualized dedicated hardware","7700","7700","failed",91,"US","USD","2020-04-09","2021-03-11","cat4","subcat4","3324","Ruggero","Parpinel","ruggero.parpinel@gmail.com"
694,"3176","Potter, Harper and Everett","Decentralized composite paradigm","121400","121400","failed",792,"US","USD","2020-06-12","2021-07-09","cat5","subcat5","3176","Stephen","Pratesi","stephen.pratesi@hotmail.com"
3123,"5874","Floyd-Sims","Cloned transitional hierarchy","5400","5400","canceled",10,"CA","CAD","2020-07-04","2021-02-11","cat4","subcat4","5874","Ludger","Naccari","ludger.naccari@ingram.biz"
2576,"5110","Spence, Jackson and Kelly","Advanced discrete leverage","152400","152400","successful",1713,"IT","EUR","2020-08-26","2021-08-19","cat4","subcat4","5110","Meryem","Tapia","meryem.tapia@yahoo.com"
2349,"5490","King-Nguyen","Open-source incremental throughput","1300","1300","successful",249,"US","USD","2021-06-25","2021-10-01","cat2","subcat18","5490","Jasmine","Juvara","jasmine.juvara@yahoo.com.au"
516,"1922","Hansen Group","Centralized regional interface","8100","8100","successful",192,"US","USD","2020-05-21","2021-05-10","cat5","subcat11","1922","Victoire","Travaglia","victoire.travaglia@zacchia.com"
290,"4398","Mathis, Hall and Hansen","Streamlined web-enabled knowledgebase","8300","8300","successful",247,"US","USD","2021-03-29","2022-01-21","cat4","subcat4","4398","Adrian","Noel","adrian.noel@perrin.com"
1691,"4754","Cummings Inc","Digitized transitional monitoring","28400","28400","successful",2293,"US","USD","2020-09-22","2021-07-09","cat5","subcat23","4754","Marvin","Howe","marvin.howe@gmail.com"
1689,"3309","Miller-Poole","Networked optimal adapter","102500","102500","successful",3131,"US","USD","2020-11-04","2021-03-08","cat5","subcat20","3309","Hanne","Kidd","hanne.kidd@yahoo.com"
2403,"1244","Rodriguez-West","Automated optimal function","7000","7000","failed",32,"US","USD","2020-09-24","2021-04-09","cat3","subcat9","1244","Donatello","Millet","donatello.millet@fritsch.net"
3203,"2892","Calderon, Bradford and Dean","Devolved system-worthy framework","5400","5400","successful",143,"IT","EUR","2021-03-17","2021-08-26","cat4","subcat4","2892","Eloisa","Pascarella","eloisa.pascarella@gmail.com"
2113,"2777","Clark-Bowman","Stand-alone user-facing service-desk","9300","9300","canceled",90,"US","USD","2020-11-15","2021-02-14","cat4","subcat4","2777","Erica","Zambrano","erica.zambrano@gmail.com"
3158,"4952","Hensley Ltd","Versatile global attitude","6200","6200","successful",296,"US","USD","2020-10-28","2021-02-27","cat2","subcat8","4952","Paula","Canales","paula.canales@gilmore-guerrero.com"
348,"5144","Anderson-Pearson","Intuitive demand-driven Local Area Network","2100","2100","successful",170,"US","USD","2020-09-11","2021-03-12","cat4","subcat4","5144","Claudia","Bernard","claudia.bernard@mazzanti.it"
1136,"5487","Martin, Martin and Solis","Assimilated uniform methodology","6800","6800","failed",186,"US","USD","2020-05-11","2021-03-29","cat3","subcat9","5487","Paulina","Miller","paulina.miller@lewis-barker.com"
956,"1932","Harrington-Harper","Self-enabling next generation algorithm","155200","155200","canceled",439,"GB","GBP","2020-08-13","2021-06-11","cat5","subcat20","1932","Kathrin","Godfrey","kathrin.godfrey@tele2.fr"
2393,"3364","Price and Sons","Object-based demand-driven strategy","89900","89900","failed",605,"US","USD","2021-10-09","2021-11-29","cat7","subcat12","3364","Pina","Passalacqua","pina.passalacqua@yahoo.co.uk"
3208,"5165","Cuevas-Morales","Public-key coherent ability","900","900","successful",86,"DK","DKK","2020-11-02","2021-04-07","cat7","subcat12","5165","Julien","Miles","julien.miles@stevens-rose.com"
2530,"3858","Delgado-Hatfield","Up-sized composite success","100","100","failed",1,"CA","CAD","2020-12-14","2021-07-06","cat5","subcat11","3858","Suzanne","Benigni","suzanne.benigni@mennea-morlacchi.com"
305,"4666","Padilla-Porter","Innovative exuding matrix","148400","148400","successful",6286,"US","USD","2020-12-31","2021-08-20","cat2","subcat2","4666","Annalisa","Pugh","annalisa.pugh@hotmail.fr"
1383,"2896","Morris Group","Realigned impactful artificial intelligence","4800","4800","failed",31,"US","USD","2021-02-14","2021-05-09","cat5","subcat7","2896","Mathew","Maestas","mathew.maestas@casas-garrido.com"
783,"4520","Saunders Ltd","Multi-layered multi-tasking secured line","182400","182400","failed",1181,"US","USD","2020-05-20","2021-03-06","cat5","subcat23","4520","Laszlo","Vallee","laszlo.vallee@verdier.com"
47,"5726","Woods Inc","Upgradable upward-trending portal","4000","4000","failed",39,"US","USD","2021-11-17","2021-12-09","cat5","subcat7","5726","Helen","Polanco","helen.polanco@hotmail.com"
3157,"5661","Villanueva, Wright and Richardson","Profit-focused global product","116500","116500","successful",3727,"US","USD","2020-10-14","2021-10-06","cat4","subcat4","5661","Mateo","Sorrentino","mateo.sorrentino@calderon.com"
1646,"4765","Wilson, Brooks and Clark","Operative well-modulated data-warehouse","146400","146400","successful",1605,"US","USD","2021-11-14","2021-12-14","cat2","subcat8","4765","Eric","Barnes","eric.barnes@barrett-winter.com"
1729,"3710","Sheppard, Smith and Spence","Cloned asymmetric functionalities","5000","5000","failed",46,"US","USD","2021-05-20","2021-10-03","cat4","subcat4","3710","Dragica","West","dragica.west@yahoo.com.au"
2964,"4925","Wise, Thompson and Allen","Pre-emptive neutral portal","33800","33800","successful",2120,"US","USD","2021-01-16","2021-08-08","cat4","subcat4","4925","Antje","Voisin","antje.voisin@gmail.com"
675,"1533","Lane, Ryan and Chapman","Switchable demand-driven help-desk","6300","6300","failed",105,"US","USD","2021-02-22","2021-04-01","cat5","subcat5","1533","Stanley","Mills","stanley.mills@parker-lee.biz"
790,"5264","Rich, Alvarez and King","Business-focused static ability","2400","2400","successful",50,"US","USD","2021-02-26","2021-08-10","cat4","subcat4","5264","Brandy","Meraz","brandy.meraz@yahoo.com"
1103,"4606","Terry-Salinas","Networked secondary structure","98800","98800","successful",2080,"US","USD","2020-03-21","2021-05-13","cat5","subcat7","4606","Conor","Reinhardt","conor.reinhardt@yahoo.com.au"
969,"2043","Wang-Rodriguez","Total multimedia website","188800","188800","failed",535,"US","USD","2021-10-13","2021-11-02","cat7","subcat21","2043","Gabino","Blot","gabino.blot@lewis-russell.org"
